id,text,label,language
914,This is a reminder that your appointment with Dr. Johnson is on Wednesday at 9:00 AM.,non-spam,English
915,FINAL NOTICE: Your subscription will be charged $99 tomorrow unless you cancel now at bit.ly/3xK9pL.,spam,English
916,"Turn $100 into $1,000 with our exclusive crypto trading bot! Limited spots available, join now at bit.ly/3xK9pL.",spam,English
917,"WINNER! You've been chosen for our exclusive $50,000 cash giveaway. Reply YES or visit klaim-hadiah.net to claim.",spam,English
918,"Hi Brian, just a reminder that our meeting is scheduled for 9:00 AM on Sunday. Let me know if you need to reschedule.",non-spam,English
919,Your order #INV75622 has been shipped and is expected to arrive on Monday. Track your package using your account dashboard.,non-spam,English
920,"Hi Kevin, just a reminder that our meeting is scheduled for 5:00 PM on Saturday. Let me know if you need to reschedule.",non-spam,English
921,"Hi Nancy, thank you for reaching out. Your support ticket #INV32214 has been resolved. Let us know if you need anything else.",non-spam,English
922,"Hi Robert, just a reminder that our meeting is scheduled for 9:00 AM on Saturday. Let me know if you need to reschedule.",non-spam,English
923,"Make $500 a month trading forex with zero experience! Free training at bit.ly/2mZ7qT, limited seats!",spam,English
924,Lose 23lbs in just 2 weeks with this one weird trick! Doctors hate it. Order now at win-bonus24.net.,spam,English
925,"Congratulations Patricia! You've won $25,000 in our ShopMax lottery. Claim your prize now at bit.ly/3xK9pL before it expires!",spam,English
926,Your order #INV56884 has been shipped and is expected to arrive on Friday. Track your package using your account dashboard.,non-spam,English
927,"Limited time offer: Buy 1 get 3 FREE at Shopee! Shop now at bit.ly/3xK9pL, today only!",spam,English
928,Act now! Your computer has been infected with 3 viruses. Download our cleaner immediately at promo-spesial24.com.,spam,English
929,"WINNER! You've been chosen for our exclusive $100,000 cash giveaway. Reply YES or visit promo-spesial24.com to claim.",spam,English
930,"Hi Betty, don't forget we have the wedding this weekend. Can you bring some drinks?",non-spam,English
931,"Hi Patricia, don't forget we have the wedding this weekend. Can you bring the speakers?",non-spam,English
932,This is a reminder that your appointment with Dr. Patel is on Wednesday at 10:30 AM.,non-spam,English
933,"Hi Anna, don't forget we have the family reunion this weekend. Can you bring the dessert?",non-spam,English
934,"Hi Jessica, thank you for reaching out. Your support ticket #INV19337 has been resolved. Let us know if you need anything else.",non-spam,English
935,"Hi Karen, I saw your profile and I'm really interested in you. Click here to chat with me privately: bit.ly/2mZ7qT",spam,English
936,"Patricia, you have 1 unread message waiting. Click bit.ly/3xK9pL to view it now before it's deleted.",spam,English
937,You've been selected to receive a free $50 Alfamart gift card! Claim now: fastpay-update.com,spam,English
938,This is a reminder that your appointment with Dr. Smith is on Saturday at 3:45 PM.,non-spam,English
939,Your Bank of America card has been locked due to suspicious activity. Confirm your PIN at secure-verify-now.com now.,spam,English
940,"Hi Robert, thank you for reaching out. Your support ticket #INV51533 has been resolved. Let us know if you need anything else.",non-spam,English
941,Your order #INV15910 has been shipped and is expected to arrive on Friday. Track your package using your account dashboard.,non-spam,English
942,Your order #INV42858 has been shipped and is expected to arrive on Monday. Track your package using your account dashboard.,non-spam,English
943,"Congratulations Mark! You've won $100,000 in our PrimeHealth lottery. Claim your prize now at free-gift-claim.com before it expires!",spam,English
944,This is a reminder that your appointment with Dr. Johnson is on Thursday at 9:00 AM.,non-spam,English
945,The community center will be closed on Tuesday for maintenance. Regular hours resume the next day.,non-spam,English
946,"Hi Jessica, can you review the attached document before our call at 10:30 AM?",non-spam,English
947,"Hi Betty, don't forget we have the wedding this weekend. Can you bring the dessert?",non-spam,English
948,Your order #INV34434 has been shipped and is expected to arrive on Tuesday. Track your package using your account dashboard.,non-spam,English
949,"Earn $5,000 per week working from home! No experience needed. Sign up today at klaim-hadiah.net.",spam,English
950,This is a reminder that your appointment with Dr. Lee is on Wednesday at 5:00 PM.,non-spam,English
951,Your order #INV53169 has been shipped and is expected to arrive on Saturday. Track your package using your account dashboard.,non-spam,English
952,"WINNER! You've been chosen for our exclusive $10,000 cash giveaway. Reply YES or visit secure-verify-now.com to claim.",spam,English
953,Your order #INV96649 has been shipped and is expected to arrive on Sunday. Track your package using your account dashboard.,non-spam,English
954,Your package could not be delivered. Pay a $2 redelivery fee at promo-spesial24.com to reschedule.,spam,English
955,Your flight booking is confirmed. Departure on Wednesday at 10:30 AM. Check in online to save time.,non-spam,English
956,This is a reminder that your appointment with Dr. Lee is on Tuesday at 1:00 PM.,non-spam,English
957,This is a reminder that your appointment with Dr. Patel is on Thursday at 2:15 PM.,non-spam,English
958,"Congratulations Anna! You've won $20,000 in our LuckyDraw Inc lottery. Claim your prize now at account-confirm.info before it expires!",spam,English
959,"WINNER! You've been chosen for our exclusive $75,000 cash giveaway. Reply YES or visit bit.ly/4pK1xW to claim.",spam,English
960,Your order #INV70774 has been shipped and is expected to arrive on Sunday. Track your package using your account dashboard.,non-spam,English
961,Lose 10lbs in just 2 weeks with this one weird trick! Doctors hate it. Order now at klaim-hadiah.net.,spam,English
962,"Congratulations Michael! You've won $5,000 in our TechDeal Store lottery. Claim your prize now at free-gift-claim.com before it expires!",spam,English
963,"Hi James, attaching the invoice for last month's services. Please review and let me know if anything looks off.",non-spam,English
964,"Get approved for a $1,000 loan in minutes! No credit check required. Apply now at secure-verify-now.com.",spam,English
965,"Hi Sandra, thank you for reaching out. Your support ticket #INV50703 has been resolved. Let us know if you need anything else.",non-spam,English
966,Your order #INV67915 has been shipped and is expected to arrive on Wednesday. Track your package using your account dashboard.,non-spam,English
967,"Make $50,000 a month trading forex with zero experience! Free training at promo-spesial24.com, limited seats!",spam,English
968,URGENT: Your Citibank account has been suspended. Verify your identity immediately at tinyurl.com/9fQ2zR to avoid permanent closure.,spam,English
969,"Donna, you have 1 unread message waiting. Click promo-spesial24.com to view it now before it's deleted.",spam,English
970,"WINNER! You've been chosen for our exclusive $10,000 cash giveaway. Reply YES or visit cek-saldo-now.info to claim.",spam,English
971,Your Wells Fargo card has been locked due to suspicious activity. Confirm your PIN at secure-verify-now.com now.,spam,English
972,"Hi Daniel, just a reminder that our meeting is scheduled for 5:00 PM on Sunday. Let me know if you need to reschedule.",non-spam,English
973,"WINNER! You've been chosen for our exclusive $75,000 cash giveaway. Reply YES or visit free-gift-claim.com to claim.",spam,English
974,You've been selected to receive a free $200 Indomaret gift card! Claim now: promo-spesial24.com,spam,English
975,This is a reminder that your appointment with Dr. Patel is on Thursday at 1:00 PM.,non-spam,English
976,"Congratulations, your number has been randomly selected to win an iPhone 16! Claim at account-confirm.info within 24 hours.",spam,English
977,"Get approved for a $75,000 loan in minutes! No credit check required. Apply now at claim-prize-today.net.",spam,English
978,"Hi Linda, thank you for reaching out. Your support ticket #INV86402 has been resolved. Let us know if you need anything else.",non-spam,English
979,Your monthly statement is now available in your account. Total spending for May was within budget.,non-spam,English
980,"Hi Karen, thank you for reaching out. Your support ticket #INV63066 has been resolved. Let us know if you need anything else.",non-spam,English
981,URGENT: Your Bank of America account has been suspended. Verify your identity immediately at login-secure-id.net to avoid permanent closure.,spam,English
982,"Robert, you have 1 unread message waiting. Click klaim-hadiah.net to view it now before it's deleted.",spam,English
983,"Hi Thomas, thank you for reaching out. Your support ticket #INV92111 has been resolved. Let us know if you need anything else.",non-spam,English
984,Earn $500 per week working from home! No experience needed. Sign up today at fastpay-update.com.,spam,English
985,"Hi Helen, I saw your profile and I'm really interested in you. Click here to chat with me privately: bit.ly/2mZ7qT",spam,English
986,"IRS Notice: You are eligible for a tax refund of $15,000. Submit your details at claim-prize-today.net to receive payment within 24 hours.",spam,English
987,"Hi Susan, I saw your profile and I'm really interested in you. Click here to chat with me privately: free-gift-claim.com",spam,English
988,"Hi Kevin, thank you for reaching out. Your support ticket #INV93995 has been resolved. Let us know if you need anything else.",non-spam,English
989,"Hi Anna, don't forget we have the school fair this weekend. Can you bring extra plates?",non-spam,English
